DATE,PERMNO,RET,formdate,DGTW_PORT,dgtw_vwret,DGTW_XRET
20040131,10002,.5618%,20030630,125,8.872%,-8.310%
20040229,10002,12.04%,20030630,125,-.4824%,12.52%
20040331,10002,-2.382%,20030630,125,-3.052%,.6699%
20040430,10002,-3.659%,20030630,125,-6.961%,3.301%
20040531,10002,1.602%,20030630,125,1.590%,.0122%
20040630,10002,3.096%,20030630,125,1.878%,1.217%
20040731,10002,.3425%,20040630,132,-5.375%,5.718%
20040831,10002,2.275%,20040630,132,-1.266%,3.541%
20040930,10002,5.284%,20040630,132,2.133%,3.151%
20041031,10002,1.064%,20040630,132,.6825%,.3814%
20041130,10002,12.11%,20040630,132,7.931%,4.174%
20041231,10002,16.15%,20040630,132,4.537%,11.61%
20050131,10002,-13.25%,20040630,132,-4.660%,-8.586%
20050228,10002,-3.326%,20040630,132,1.282%,-4.607%
20050331,10002,-1.308%,20040630,132,-2.699%,1.390%
20050430,10002,-6.670%,20040630,132,-5.171%,-1.499%
20050531,10002,4.659%,20040630,132,5.014%,-.3559%
20050630,10002,-.5564%,20040630,132,4.428%,-4.984%
20050731,10002,7.937%,20050630,114,7.322%,.6147%
20050831,10002,3.273%,20050630,114,-1.877%,5.151%
20050930,10002,-10.84%,20050630,114,-.2985%,-10.54%
20051031,10002,-4.461%,20050630,114,-2.189%,-2.272%
20051130,10002,9.555%,20050630,114,3.718%,5.837%
20051231,10002,.2478%,20050630,114,.7975%,-.5497%
20060131,10002,2.985%,20050630,114,5.492%,-2.507%
20060228,10002,6.570%,20050630,114,-.0309%,6.601%
20060331,10002,.9973%,20050630,114,4.955%,-3.958%
20060430,10002,-6.727%,20050630,114,-2.222%,-4.505%
20060531,10002,4.937%,20050630,114,-3.079%,8.016%
20060630,10002,8.856%,20050630,114,.8426%,8.013%
20060731,10002,17.13%,20060630,123,-.6462%,17.77%
20060831,10002,-3.419%,20060630,123,3.531%,-6.951%
20060930,10002,5.537%,20060630,123,1.424%,4.113%
20061031,10002,-12.12%,20060630,123,5.818%,-17.94%
20061130,10002,-1.224%,20060630,123,.9358%,-2.160%
20061231,10002,5.948%,20060630,123,1.476%,4.472%
20070131,10002,-15.83%,20060630,123,.3453%,-16.18%
20070228,10002,3.305%,20060630,123,-.8900%,4.195%
20070331,10002,-4.056%,20060630,123,.6287%,-4.685%
20070430,10002,-5.340%,20060630,123,-.6854%,-4.655%
20070531,10002,.0499%,20060630,123,2.671%,-2.621%
20070630,10002,5.439%,20060630,123,1.253%,4.186%
20070731,10002,-16.76%,20070630,112,-7.300%,-9.462%
20070831,10002,-7.094%,20070630,112,2.393%,-9.487%
20070930,10002,-.9852%,20070630,112,-1.334%,.3492%
20071031,10002,-15.42%,20070630,112,-3.492%,-11.93%
20071130,10002,-7.709%,20070630,112,-8.111%,.4015%
20071231,10002,-1.767%,20070630,112,-1.941%,.1740%
20080131,10002,2.066%,20070630,112,-3.236%,5.302%
20080229,10002,-11.01%,20070630,112,-6.875%,-4.137%
20080331,10002,-1.001%,20070630,112,4.131%,-5.132%
20080430,10002,1.023%,20070630,112,2.237%,-1.214%
20080531,10002,-7.366%,20070630,112,-.4378%,-6.929%
20080630,10002,-33.20%,20070630,112,-13.36%,-19.84%
20080731,10002,13.81%,20080630,142,1.773%,12.04%
20080831,10002,12.53%,20080630,142,5.998%,6.536%
20080930,10002,56.99%,20080630,142,-7.973%,64.96%
20081031,10002,-5.030%,20080630,142,-27.68%,22.65%
20081130,10002,.1605%,20080630,142,-20.98%,21.14%
20081231,10002,19.31%,20080630,142,16.91%,2.405%
20090131,10002,-39.91%,20080630,142,-4.813%,-35.09%
20090228,10002,-31.23%,20080630,142,-13.25%,-17.97%
20090331,10002,4.180%,20080630,142,16.23%,-12.05%
20090430,10002,3.949%,20080630,142,31.48%,-27.53%
20090531,10002,-36.63%,20080630,142,11.69%,-48.32%
20090630,10002,-28.30%,20080630,142,7.021%,-35.32%
20090731,10002,-7.047%,20090630,122,10.26%,-17.30%
20090831,10002,34.30%,20090630,122,4.087%,30.21%
20090930,10002,-4.032%,20090630,122,11.40%,-15.43%
20091031,10002,-10.08%,20090630,122,-12.21%,2.126%
20091130,10002,-13.71%,20090630,122,2.436%,-16.14%
20091231,10002,3.610%,20090630,122,6.324%,-2.714%
20100131,10002,36.59%,20090630,122,-.6058%,37.19%
20100228,10002,15.56%,20090630,122,6.634%,8.927%
20100331,10002,7.064%,20090630,122,12.99%,-5.930%
20100430,10002,27.63%,20090630,122,9.187%,18.44%
20100531,10002,-28.43%,20090630,122,-10.30%,-18.14%
20100630,10002,-16.48%,20090630,122,-8.527%,-7.952%
20100731,10002,-17.03%,20100630,153,6.718%,-23.74%
20100831,10002,.9772%,20100630,153,-7.863%,8.840%
20100930,10002,-1.613%,20100630,153,10.37%,-11.98%
20101031,10002,-5.574%,20100630,153,3.099%,-8.673%
20101130,10002,-12.85%,20100630,153,1.268%,-14.12%
20101231,10002,6.375%,20100630,153,6.447%,-.0729%
20110131,10002,4.120%,20100630,153,1.938%,2.181%
20110228,10002,-5.036%,20100630,153,4.964%,-10.00%
20110331,10002,-6.818%,20100630,153,.0336%,-6.852%
20110430,10002,1.626%,20100630,153,.3088%,1.317%
20110531,10002,-2.400%,20100630,153,-4.147%,1.747%
20110630,10002,5.328%,20100630,153,-2.548%,7.876%
20110731,10002,-7.782%,20110630,151,-5.343%,-2.439%
20110831,10002,-2.954%,20110630,151,-11.91%,8.953%
20110930,10002,.0000%,20110630,151,-18.46%,18.46%
20111031,10002,-32.02%,20110630,151,4.172%,-36.19%
20111130,10002,10.64%,20110630,151,-9.301%,19.94%
20111231,10002,-28.32%,20110630,151,5.118%,-33.44%
20120131,10002,3.226%,20110630,151,27.43%,-24.21%
20120229,10002,1.562%,20110630,151,9.012%,-7.449%
20120331,10002,11.54%,20110630,151,4.933%,6.605%
20120430,10002,43.45%,20110630,151,1.078%,42.37%
20120531,10002,41.35%,20110630,151,-10.01%,51.36%
20120630,10002,1.701%,20110630,151,.5611%,1.140%
20120731,10002,-1.003%,20120630,155,-1.137%,.1337%
20120831,10002,-2.027%,20120630,155,5.726%,-7.753%
20120930,10002,2.759%,20120630,155,1.362%,1.397%
20121031,10002,-4.362%,20120630,155,4.158%,-8.520%
20121130,10002,-3.512%,20120630,155,2.169%,-5.681%
20121231,10002,1.095%,20120630,155,3.072%,-1.978%
20130131,10002,3.597%,20120630,155,10.49%,-6.897%
20130228,10002,,20120630,155,3.252%,
19950731,10003,15.63%,19950630,142,4.462%,11.16%
19950831,10003,8.108%,19950630,142,3.874%,4.235%
19950930,10003,7.500%,19950630,142,2.653%,4.847%
19951031,10003,-4.651%,19950630,142,-5.675%,1.023%
19951130,10003,4.878%,19950630,142,-1.410%,6.288%
19951231,10003,,19950630,142,.2930%,
19870731,10005,71.43%,19870630,152,2.244%,69.18%
19870831,10005,-37.50%,19870630,152,4.902%,-42.40%
19870930,10005,-26.67%,19870630,152,-3.623%,-23.04%
19871031,10005,-18.18%,19870630,152,-27.94%,9.757%
19871130,10005,.0000%,19870630,152,-6.704%,6.704%
19871231,10005,.0000%,19870630,152,3.873%,-3.873%
19880131,10005,11.11%,19870630,152,3.977%,7.134%
19880229,10005,.0000%,19870630,152,9.873%,-9.873%
19880331,10005,.0000%,19870630,152,3.951%,-3.951%
19880430,10005,-20.00%,19870630,152,5.407%,-25.41%
19880531,10005,-12.50%,19870630,152,.4327%,-12.93%
19880630,10005,.0000%,19870630,152,3.131%,-3.131%
19880731,10005,28.57%,19880630,151,-5.715%,34.29%
19880831,10005,.0000%,19880630,151,1.003%,-1.003%
19880930,10005,-33.33%,19880630,151,-.5684%,-32.76%
19881031,10005,.0000%,19880630,151,-6.332%,6.332%
19881130,10005,.0000%,19880630,151,-2.655%,2.655%
19881231,10005,.0000%,19880630,151,2.407%,-2.407%
19890131,10005,.0000%,19880630,151,9.475%,-9.475%
19890228,10005,.0000%,19880630,151,-3.028%,3.028%
19890331,10005,.0000%,19880630,151,-3.109%,3.109%
19890430,10005,-16.67%,19880630,151,5.284%,-21.95%
19890531,10005,.0000%,19880630,151,6.571%,-6.571%
19890630,10005,.0000%,19880630,151,1.479%,-1.479%
19890731,10005,.0000%,19890630,152,.7068%,-.7068%
19890831,10005,-20.00%,19890630,152,-1.485%,-18.52%
19890930,10005,-25.00%,19890630,152,.9984%,-26.00%
19891031,10005,.0000%,19890630,152,-3.021%,3.021%
19891130,10005,33.33%,19890630,152,-2.541%,35.87%
19891231,10005,.0000%,19890630,152,-6.293%,6.293%
19900131,10005,.0000%,19890630,152,-5.763%,5.763%
19900228,10005,-25.00%,19890630,152,-.1982%,-24.80%
19900331,10005,.0000%,19890630,152,5.535%,-5.535%
19900430,10005,.0000%,19890630,152,-1.938%,1.938%
19900531,10005,.0000%,19890630,152,-1.675%,1.675%
19900630,10005,.0000%,19890630,152,5.776%,-5.776%
19900731,10005,.0000%,19900630,152,-5.776%,5.776%
19900831,10005,.0000%,19900630,152,-10.96%,10.96%
19900930,10005,66.67%,19900630,152,-10.33%,77.00%
19901031,10005,-40.00%,19900630,152,-12.36%,-27.64%
19901130,10005,.0000%,19900630,152,1.353%,-1.353%
19901231,10005,.0000%,19900630,152,-6.660%,6.660%
19910131,10005,66.67%,19900630,152,17.88%,48.78%
19910228,10005,.0000%,19900630,152,19.86%,-19.86%
19910331,10005,.0000%,19900630,152,9.830%,-9.830%
19910430,10005,.0000%,19900630,152,.7659%,-.7659%
19910531,10005,.0000%,19900630,152,4.570%,-4.570%
19910630,10005,60.00%,19900630,152,-8.966%,68.97%
19910731,10005,,19910630,155,6.167%,
19710731,10006,-9.276%,19710630,444,-3.579%,-5.697%
19710831,10006,16.41%,19710630,444,5.024%,11.38%
19710930,10006,-.6494%,19710630,444,-1.005%,.3559%
19711031,10006,-11.11%,19710630,444,-4.931%,-6.180%
19711130,10006,-2.990%,19710630,444,-2.773%,-.2175%
19711231,10006,5.371%,19710630,444,11.28%,-5.911%
19720131,10006,.4854%,19710630,444,-.6349%,1.120%
19720229,10006,-.7729%,19710630,444,1.982%,-2.755%
19720331,10006,-6.897%,19710630,444,1.834%,-8.731%
19720430,10006,-6.878%,19710630,444,2.087%,-8.965%
19720531,10006,2.500%,19710630,444,2.030%,.4703%
19720630,10006,-2.528%,19710630,444,-5.633%,3.105%
19720731,10006,3.170%,19720630,441,1.039%,2.131%
19720831,10006,11.12%,19720630,441,3.233%,7.884%
19720930,10006,4.326%,19720630,441,-1.471%,5.797%
19721031,10006,2.195%,19720630,441,2.022%,.1730%
19721130,10006,-6.253%,19720630,441,6.335%,-12.59%
19721231,10006,-1.804%,19720630,441,-1.925%,.1209%
19730131,10006,-6.037%,19720630,441,-6.735%,.6986%
19730228,10006,-7.598%,19720630,441,-5.753%,-1.845%
19730331,10006,11.04%,19720630,441,-3.451%,14.49%
19730430,10006,-.2762%,19720630,441,-.9794%,.7032%
19730531,10006,-1.163%,19720630,441,-9.264%,8.101%
19730630,10006,3.409%,19720630,441,1.511%,1.898%
19730731,10006,5.769%,19730630,444,-3.252%,9.022%
19730831,10006,-9.403%,19730630,444,-.1827%,-9.220%
19730930,10006,8.721%,19730630,444,4.980%,3.741%
19731031,10006,.5348%,19730630,444,-2.674%,3.209%
19731130,10006,-14.68%,19730630,444,-9.121%,-5.559%
19731231,10006,46.52%,19730630,444,3.849%,42.67%
19740131,10006,-1.080%,19730630,444,6.497%,-7.577%
19740228,10006,-4.192%,19730630,444,1.649%,-5.841%
19740331,10006,-4.147%,19730630,444,-3.515%,-.6323%
19740430,10006,-11.54%,19730630,444,-10.82%,-.7209%
19740531,10006,-7.391%,19730630,444,-7.230%,-.1609%
19740630,10006,4.762%,19730630,444,-6.736%,11.50%
19740731,10006,-16.48%,19740630,434,-4.995%,-11.48%
19740831,10006,-15.24%,19740630,434,-10.89%,-4.348%
19740930,10006,3.279%,19740630,434,-9.476%,12.75%
19741031,10006,15.08%,19740630,434,18.26%,-3.179%
19741130,10006,8.000%,19740630,434,-3.283%,11.28%
19741231,10006,-14.29%,19740630,434,-3.446%,-10.84%
19750131,10006,23.11%,19740630,434,13.56%,9.545%
19750228,10006,6.215%,19740630,434,4.355%,1.861%
19750331,10006,-3.235%,19740630,434,3.820%,-7.055%
19750430,10006,-5.775%,19740630,434,5.510%,-11.28%
19750531,10006,18.13%,19740630,434,5.636%,12.49%
19750630,10006,-4.986%,19740630,434,5.080%,-10.07%
19750731,10006,.5831%,19750630,443,-6.260%,6.843%
19750831,10006,-5.449%,19750630,443,-4.223%,-1.226%
19750930,10006,-6.231%,19750630,443,-.8894%,-5.341%
19751031,10006,1.661%,19750630,443,3.249%,-1.588%
19751130,10006,2.353%,19750630,443,4.560%,-2.207%
19751231,10006,.0000%,19750630,443,.8427%,-.8427%
19760131,10006,21.10%,19750630,443,16.07%,5.030%
19760229,10006,3.539%,19750630,443,-.0435%,3.582%
19760331,10006,3.675%,19750630,443,4.572%,-.8975%
19760430,10006,1.266%,19750630,443,-.9708%,2.237%
19760531,10006,-1.700%,19750630,443,.5840%,-2.284%
19760630,10006,10.95%,19750630,443,4.757%,6.197%
19760731,10006,-5.226%,19760630,452,.2013%,-5.428%
19760831,10006,.2206%,19760630,452,.6483%,-.4277%
19760930,10006,4.089%,19760630,452,2.693%,1.396%
19761031,10006,-8.571%,19760630,452,1.259%,-9.831%
19761130,10006,1.016%,19760630,452,4.389%,-3.374%
19761231,10006,10.20%,19760630,452,9.635%,.5614%
19770131,10006,1.423%,19760630,452,1.800%,-.3762%
19770228,10006,-2.246%,19760630,452,-1.449%,-.7970%
19770331,10006,.3636%,19760630,452,1.924%,-1.560%
19770430,10006,5.072%,19760630,452,3.270%,1.803%
19770531,10006,1.724%,19760630,452,-.1831%,1.907%
19770630,10006,-1.031%,19760630,452,4.810%,-5.841%
19770731,10006,-3.472%,19770630,453,-1.609%,-1.863%
19770831,10006,-3.597%,19770630,453,-1.883%,-1.714%
19770930,10006,5.682%,19770630,453,.3473%,5.335%
19771031,10006,-3.584%,19770630,453,-2.504%,-1.080%
19771130,10006,1.859%,19770630,453,2.439%,-.5799%
19771231,10006,2.222%,19770630,453,.2729%,1.949%
19780131,10006,-12.32%,19770630,453,-3.611%,-8.708%
19780228,10006,-1.653%,19770630,453,.4799%,-2.133%
19780331,10006,3.846%,19770630,453,3.688%,.1585%
19780430,10006,10.70%,19770630,453,2.941%,7.759%
19780531,10006,1.190%,19770630,453,-.3002%,1.490%
19780630,10006,.3731%,19770630,453,4.281%,-3.908%
19780731,10006,6.320%,19780630,452,7.398%,-1.078%
19780831,10006,8.462%,19780630,452,1.565%,6.896%
19780930,10006,-7.516%,19780630,452,1.608%,-9.124%
19781031,10006,-9.541%,19780630,452,-11.68%,2.138%
19781130,10006,-.7031%,19780630,452,5.076%,-5.779%
19781231,10006,-1.600%,19780630,452,.2094%,-1.809%
19790131,10006,-1.220%,19780630,452,12.22%,-13.44%
19790228,10006,-1.152%,19780630,452,-2.689%,1.537%
19790331,10006,8.475%,19780630,452,10.81%,-2.331%
19790430,10006,7.813%,19780630,452,-.2860%,8.099%
19790531,10006,-3.087%,19780630,452,-.9425%,-2.144%
19790630,10006,7.224%,19780630,452,4.983%,2.241%
19790731,10006,.7092%,19790630,452,3.774%,-3.065%
19790831,10006,9.324%,19790630,452,3.453%,5.871%
19790930,10006,-3.268%,19790630,452,-2.130%,-1.138%
19791031,10006,-13.51%,19790630,452,-9.256%,-4.257%
19791130,10006,8.781%,19790630,452,6.854%,1.927%
19791231,10006,.0000%,19790630,452,1.646%,-1.646%
19800131,10006,21.17%,19790630,452,3.371%,17.80%
19800229,10006,-5.880%,19790630,452,-5.180%,-.6993%
19800331,10006,-17.21%,19790630,452,-10.21%,-6.994%
19800430,10006,-2.745%,19790630,452,8.570%,-11.31%
19800531,10006,8.468%,19790630,452,7.091%,1.376%
19800630,10006,-.7576%,19790630,452,3.460%,-4.217%
19800731,10006,9.160%,19800630,453,.7289%,8.431%
19800831,10006,5.944%,19800630,453,-.0118%,5.956%
19800930,10006,14.43%,19800630,453,-1.266%,15.70%
19801031,10006,.0000%,19800630,453,-.8516%,.8516%
19801130,10006,12.02%,19800630,453,2.072%,9.951%
19801231,10006,-2.356%,19800630,453,1.697%,-4.053%
19810131,10006,10.87%,19800630,453,1.933%,8.937%
19810228,10006,-2.206%,19800630,453,.9924%,-3.198%
19810331,10006,-.5013%,19800630,453,5.825%,-6.326%
19810430,10006,-6.633%,19800630,453,.3236%,-6.956%
19810531,10006,6.699%,19800630,453,3.400%,3.299%
19810630,10006,-7.532%,19800630,453,2.872%,-10.40%
19810731,10006,-3.933%,19810630,445,-1.994%,-1.939%
19810831,10006,-2.772%,19810630,445,-5.421%,2.649%
19810930,10006,-12.23%,19810630,445,-2.946%,-9.287%
19811031,10006,2.439%,19810630,445,9.227%,-6.788%
19811130,10006,6.639%,19810630,445,-.9021%,7.542%
19811231,10006,6.169%,19810630,445,-1.823%,7.992%
19820131,10006,-9.480%,19810630,445,-.8816%,-8.599%
19820228,10006,.0000%,19810630,445,-13.14%,13.14%
19820331,10006,-6.243%,19810630,445,-2.837%,-3.406%
19820430,10006,7.353%,19810630,445,6.340%,1.013%
19820531,10006,-7.014%,19810630,445,-8.187%,1.173%
19820630,10006,-7.143%,19810630,445,-2.248%,-4.895%
19820731,10006,-7.692%,19820630,452,-6.555%,-1.137%
19820831,10006,10.75%,19820630,452,12.78%,-2.023%
19820930,10006,4.049%,19820630,452,1.912%,2.137%
19821031,10006,-3.502%,19820630,452,12.09%,-15.59%
19821130,10006,4.645%,19820630,452,3.940%,.7052%
19821231,10006,3.150%,19820630,452,1.162%,1.988%
19830131,10006,2.672%,19820630,452,4.721%,-2.049%
19830228,10006,-3.896%,19820630,452,5.445%,-9.341%
19830331,10006,.7905%,19820630,452,9.865%,-9.075%
19830430,10006,6.667%,19820630,452,5.350%,1.316%
19830531,10006,-.8088%,19820630,452,7.159%,-7.968%
19830630,10006,3.371%,19820630,452,-.0020%,3.373%
19830731,10006,-1.449%,19830630,351,2.203%,-3.652%
19830831,10006,-5.588%,19830630,351,4.212%,-9.801%
19830930,10006,57.48%,19830630,351,-.9364%,58.42%
19831031,10006,-2.500%,19830630,351,-10.18%,7.685%
19831130,10006,5.333%,19830630,351,-.3304%,5.664%
19831231,10006,-1.961%,19830630,351,2.508%,-4.469%
19840131,10006,-8.750%,19830630,351,4.181%,-12.93%
19840229,10006,5.425%,19830630,351,.4701%,4.955%
19840331,10006,6.806%,19830630,351,3.666%,3.140%
19840430,10006,3.186%,19830630,351,2.136%,1.050%
19840531,10006,.0000%,19830630,351,-7.883%,7.883%
19840630,10006,,19830630,351,-7.138%,
19870731,10007,-3.077%,19870630,111,1.165%,-4.242%
19870831,10007,-50.00%,19870630,111,-3.340%,-46.66%
19870930,10007,20.63%,19870630,111,-5.694%,26.33%
19871031,10007,-52.63%,19870630,111,-35.74%,-16.89%
19871130,10007,-36.11%,19870630,111,-8.205%,-27.91%
19871231,10007,B,19870630,111,1.952%,
19880131,10007,B,19870630,111,17.33%,
19880229,10007,B,19870630,111,5.128%,
19880331,10007,B,19870630,111,5.183%,
19880430,10007,B,19870630,111,.5665%,
19880531,10007,B,19870630,111,-3.283%,
19880630,10007,B,19870630,111,10.10%,
19900731,10007,-33.33%,19900630,115,-2.586%,-30.75%
19900831,10007,-33.33%,19900630,115,-15.00%,-18.34%
19900930,10007,-46.43%,19900630,115,-8.802%,-37.63%
19901031,10007,,19900630,115,-8.453%,
19870731,10008,.0000%,19870630,123,.3353%,-.3353%
19870831,10008,20.00%,19870630,123,1.886%,18.11%
19870930,10008,-12.50%,19870630,123,-.4610%,-12.04%
19871031,10008,-22.22%,19870630,123,-30.53%,8.304%
19871130,10008,-30.61%,19870630,123,-5.423%,-25.19%
19871231,10008,23.53%,19870630,123,3.819%,19.71%
19880131,10008,11.90%,19870630,123,9.530%,2.374%
19880229,10008,14.89%,19870630,123,5.026%,9.868%
19880331,10008,1.852%,19870630,123,4.528%,-2.676%
19880430,10008,12.73%,19870630,123,.8568%,11.87%
19880531,10008,-4.839%,19870630,123,-3.911%,-.9274%
19880630,10008,16.95%,19870630,123,8.063%,8.886%
19880731,10008,13.04%,19880630,134,-.3826%,13.43%
19880831,10008,-2.564%,19880630,134,-1.182%,-1.382%
19880930,10008,13.16%,19880630,134,2.146%,11.01%
19881031,10008,29.07%,19880630,134,-2.621%,31.69%
19881130,10008,,19880630,134,-3.007%,
19940731,10009,5.109%,19940630,143,.3108%,4.799%
19940831,10009,-.6111%,19940630,143,3.139%,-3.750%
19940930,10009,2.817%,19940630,143,3.025%,-.2079%
19941031,10009,-1.370%,19940630,143,.4890%,-1.859%
19941130,10009,.7778%,19940630,143,-.0812%,.8589%
19941231,10009,-6.250%,19940630,143,-.4796%,-5.770%
19950131,10009,.7407%,19940630,143,1.842%,-1.101%
19950228,10009,8.176%,19940630,143,4.027%,4.150%
19950331,10009,3.425%,19940630,143,1.688%,1.737%
19950430,10009,21.85%,19940630,143,2.054%,19.80%
19950531,10009,.6087%,19940630,143,2.019%,-1.410%
19950630,10009,-1.087%,19940630,143,5.771%,-6.858%
19950731,10009,25.27%,19950630,145,4.965%,20.31%
19950831,10009,.5614%,19950630,145,2.685%,-2.124%
19950930,10009,.0000%,19950630,145,1.480%,-1.480%
19951031,10009,-10.53%,19950630,145,-2.422%,-8.105%
19951130,10009,6.510%,19950630,145,.0244%,6.485%
19951231,10009,.9259%,19950630,145,5.177%,-4.251%
19960131,10009,-.9174%,19950630,145,-.0055%,-.9120%
19960229,10009,.5926%,19950630,145,2.199%,-1.606%
19960331,10009,10.19%,19950630,145,1.261%,8.924%
19960430,10009,-2.521%,19950630,145,5.070%,-7.591%
19960531,10009,4.000%,19950630,145,7.734%,-3.734%
19960630,10009,2.500%,19950630,145,-5.802%,8.302%
19960731,10009,.8130%,19960630,134,-5.630%,6.443%
19960831,10009,1.323%,19960630,134,3.872%,-2.549%
19960930,10009,1.600%,19960630,134,2.938%,-1.338%
19961031,10009,3.150%,19960630,134,.2234%,2.926%
19961130,10009,4.305%,19960630,134,4.397%,-.0918%
19961231,10009,.0000%,19960630,134,.4017%,-.4017%
19970131,10009,5.882%,19960630,134,5.333%,.5495%
19970228,10009,12.94%,19960630,134,-.4618%,13.41%
19970331,10009,6.173%,19960630,134,-4.738%,10.91%
19970430,10009,-4.651%,19960630,134,-4.849%,.1980%
19970531,10009,.3902%,19960630,134,9.725%,-9.335%
19970630,10009,4.878%,19960630,134,4.196%,.6823%
19970731,10009,18.60%,19970630,135,6.843%,11.76%
19970831,10009,2.353%,19970630,135,6.110%,-3.757%
19970930,10009,-.9615%,19970630,135,8.223%,-9.184%
19971031,10009,.0000%,19970630,135,-2.714%,2.714%
19971130,10009,-2.524%,19970630,135,.0060%,-2.530%
19971231,10009,3.000%,19970630,135,1.964%,1.036%
19980131,10009,-1.456%,19970630,135,-1.153%,-.3030%
19980228,10009,-.0985%,19970630,135,5.233%,-5.331%
19980331,10009,-.9901%,19970630,135,3.221%,-4.211%
19980430,10009,1.000%,19970630,135,.4223%,.5777%
19980531,10009,5.347%,19970630,135,-4.291%,9.638%
19980630,10009,-8.491%,19970630,135,-4.272%,-4.219%
19980731,10009,-.9021%,19980630,123,-6.635%,5.732%
19980831,10009,-18.44%,19980630,123,-22.72%,4.283%
19980930,10009,7.692%,19980630,123,2.001%,5.692%
19981031,10009,-8.333%,19980630,123,4.050%,-12.38%
19981130,10009,-1.429%,19980630,123,9.502%,-10.93%
19981231,10009,11.26%,19980630,123,-.3187%,11.58%
19990131,10009,4.762%,19980630,123,5.207%,-.4453%
19990228,10009,-.6818%,19980630,123,-6.169%,5.487%
19990331,10009,-4.023%,19980630,123,-5.989%,1.966%
19990430,10009,-8.982%,19980630,123,15.19%,-24.18%
19990531,10009,-.7895%,19980630,123,6.758%,-7.548%
19990630,10009,-.6667%,19980630,123,2.003%,-2.670%
19990731,10009,.3356%,19990630,123,2.959%,-2.623%
19990831,10009,-1.030%,19990630,123,-1.344%,.3140%
19990930,10009,-6.122%,19990630,123,-3.358%,-2.764%
19991031,10009,2.899%,19990630,123,-.4470%,3.346%
19991130,10009,4.901%,19990630,123,9.693%,-4.791%
19991231,10009,-20.27%,19990630,123,8.696%,-28.97%
20000131,10009,-.8475%,19990630,123,6.057%,-6.904%
